,Manufacturer,Model,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Mileage,Engine,Power,Price
4361,Hyundai,Hyundai EON Magna,6,27886,Petrol,First,22.0,814.0,55.0,285000.0
4362,Honda,Honda CR-V 2.4L,15,66000,Petrol,First,11.0,2354.0,158.8,370000.0
4363,Skoda,Skoda Laura Elegance,9,72202,Diesel,First,20.0,1968.0,138.1,906000.0
4364,Skoda,Skoda Laura RS,11,70000,Petrol,Second,13.0,1798.0,157.8,475000.0
4365,Honda,Honda City i,7,78233,Diesel,First,26.0,1498.0,98.6,660000.0
4366,Tata,Tata New Safari,15,120203,Diesel,Second,13.9,2179.0,138.0,350000.0
4367,Maruti,Maruti Zen Estilo,11,20575,Petrol,First,19.0,998.0,67.1,200000.0
4368,Honda,Honda Amaze S,9,39879,Petrol,First,17.0,1198.0,86.7,389000.0
4369,Renault,Renault KWID 1.0,5,31056,Petrol,First,23.0,999.0,67.0,360000.0
4370,Maruti,Maruti Ciaz AT,7,50940,Petrol,First,19.1,1373.0,91.1,695000.0
4371,Hyundai,Hyundai i20 Asta,6,99362,Diesel,First,22.5,1396.0,88.73,703000.0
4372,Toyota,Toyota Innova Crysta,6,54000,Diesel,First,13.6,2393.0,147.8,1650000.0
4373,Maruti,Maruti Ciaz ZDi,6,54268,Diesel,First,28.0,1248.0,88.5,767000.0
4374,Jaguar,Jaguar XF Diesel,10,94521,Diesel,First,14.7,2993.0,270.9,2319000.0
4375,Hyundai,Hyundai Xcent 1.2,5,38932,Petrol,First,19.0,1197.0,82.0,621000.0
4376,Porsche,Porsche Cayenne Diesel,7,60395,Diesel,First,16.1,2967.0,245.0,4582000.0
4377,Hyundai,Hyundai Xcent 1.1,6,29000,Diesel,First,24.0,1120.0,71.0,595000.0
4378,Audi,Audi A4 2.0,11,58000,Diesel,First,16.5,1968.0,140.0,1100000.0
4379,Maruti,Maruti Ciaz RS,6,60913,Petrol,First,20.7,1373.0,91.1,719000.0
4380,Toyota,Toyota Innova 2.5,11,65000,Diesel,First,12.0,2494.0,102.0,640000.0
4381,Mercedes-Benz,Mercedes-Benz New C-Class,7,26000,Diesel,First,15.0,2148.0,170.0,2600000.0
4382,Hyundai,Hyundai i10 Sportz,6,19947,Petrol,First,20.3,1197.0,78.9,450000.0
4383,Hyundai,Hyundai i10 Sportz,11,70816,Petrol,First,16.9,1197.0,78.9,310000.0
4384,Maruti,Maruti Baleno Zeta,7,54000,Diesel,First,27.3,1248.0,74.0,595000.0
4385,Maruti,Maruti Zen Estilo,14,138000,Petrol,First,18.0,1061.0,64.0,120000.0
4386,BMW,BMW 7 Series,8,35000,Diesel,First,16.4,2993.0,258.0,5200000.0
4387,Audi,Audi Q7 4.2,7,50000,Diesel,First,11.3,4134.0,335.2,4800000.0
4388,BMW,BMW X5 xDrive,11,124652,Diesel,First,11.0,2993.0,245.0,2199000.0
4389,Maruti,Maruti Ritz LXI,9,80264,Petrol,First,21.0,1197.0,85.8,430000.0
4390,Nissan,Nissan Sunny 2011-2014,9,125600,Diesel,First,21.6,1461.0,84.8,375000.0
4391,Toyota,Toyota Corolla Altis,7,49000,Petrol,First,14.2,1798.0,138.03,894999.9999999999
4392,Toyota,Toyota Etios VXD,10,111000,Diesel,First,23.5,1364.0,67.1,475000.0
4393,Toyota,Toyota Corolla Altis,6,33690,Petrol,First,14.2,1798.0,138.03,1460000.0
4394,Audi,Audi A6 2011-2015,10,50000,Diesel,First,17.6,1968.0,174.33,1750000.0
4395,Maruti,Maruti Ertiga ZDI,10,38092,Diesel,First,20.7,1248.0,88.8,520000.0
4396,Hyundai,Hyundai Grand i10,5,47774,Petrol,First,18.0,1197.0,82.0,604000.0
4397,Tata,Tata Indigo CS,13,167000,Diesel,Second,19.0,1396.0,69.0,270000.0
4398,Maruti,Maruti Swift Dzire,3,65000,Diesel,First,26.5,1248.0,74.0,675000.0
4399,Volkswagen,Volkswagen Polo Petrol,11,46000,Petrol,First,15.2,1598.0,103.5,235000.0
4400,Tata,Tata Tiago 1.2,5,16500,Petrol,First,23.8,1199.0,84.0,500000.0
4401,Honda,Honda City i,6,39000,Petrol,First,17.0,1497.0,117.3,695000.0
4402,Honda,Honda Amaze V,4,6000,Petrol,First,19.0,1199.0,86.76,670000.0
4403,Audi,Audi A4 35,7,60000,Diesel,First,17.1,1968.0,174.33,2500000.0
4404,Volkswagen,Volkswagen Vento Petrol,11,97320,Petrol,First,14.0,1598.0,103.6,375000.0
4405,Volkswagen,Volkswagen Vento Diesel,11,99807,Diesel,First,20.5,1598.0,103.6,375000.0
4406,Honda,Honda City 1.5,9,46000,Petrol,First,17.0,1497.0,118.0,509999.99999999994
4407,Maruti,Maruti Wagon R,12,12000,Petrol,First,22.0,998.0,67.04,245000.00000000003
4408,Skoda,Skoda Superb 2.8,17,13002,Petrol,First,9.0,2771.0,193.1,325000.0
4409,Honda,Honda City i,8,26000,Diesel,First,26.0,1498.0,98.6,550000.0
4410,Maruti,Maruti Wagon R,8,68365,CNG,First,37.24,998.0,58.16,377000.0
4411,Mercedes-Benz,Mercedes-Benz M-Class ML,6,27833,Diesel,First,0.0,2987.0,165.0,4924000.0
4412,Maruti,Maruti Alto 800,6,51639,Petrol,First,22.7,796.0,47.3,304000.0
4413,Hyundai,Hyundai i20 Magna,7,21000,Petrol,First,18.0,1197.0,81.83,490000.00000000006
4414,Ford,Ford Ecosport 1.5,9,90000,Diesel,First,22.0,1498.0,89.84,625000.0
4415,BMW,BMW 3 Series,7,36255,Diesel,First,19.5,1995.0,184.0,3300000.0
4416,BMW,BMW X5 xDrive,11,58000,Diesel,Second,11.0,2993.0,245.0,2700000.0
4417,Honda,Honda Amaze S,8,48997,Petrol,Second,18.0,1198.0,86.7,521000.0
4418,Ford,Ford EcoSport 1.5,8,31130,Petrol,First,15.8,1499.0,110.4,575000.0
4419,Jaguar,Jaguar XF 3.0,10,75668,Diesel,First,14.7,2993.0,270.9,1657999.9999999998
4420,Toyota,Toyota Corolla 1.8,7,12000,Petrol,First,14.5,1798.0,138.0,1100000.0
4421,Hyundai,Hyundai i10 Sportz,8,90000,Petrol,Second,20.3,1197.0,78.9,280000.0
4422,Mercedes-Benz,Mercedes-Benz New C-Class,3,17320,Diesel,First,15.0,2148.0,170.0,3799000.0
4423,Skoda,Skoda Laura Ambiente,11,85000,Diesel,Second,20.0,1968.0,108.5,365000.0
4424,Ford,Ford Endeavour 4x2,15,130000,Diesel,First,13.0,2499.0,141.0,600000.0
4425,Ford,Ford Figo Petrol,9,60328,Petrol,First,15.0,1196.0,70.0,454000.0
4426,Honda,Honda Amaze S,7,34327,Petrol,First,18.0,1198.0,86.7,540000.0
4427,Tata,Tata Indica Vista,8,75000,Diesel,First,19.0,1405.0,70.0,330000.0
4428,Volvo,Volvo XC60 D4,10,86000,Diesel,Second,14.0,1985.0,163.0,1825000.0
4429,Datsun,Datsun Redi GO,5,12000,Petrol,First,22.0,799.0,53.0,310000.0
4430,Hyundai,Hyundai EON Era,9,57759,Petrol,First,21.0,814.0,55.2,384000.0
4431,Maruti,Maruti Alto 800,6,24300,Petrol,First,22.7,796.0,47.3,244000.0
4432,Volkswagen,Volkswagen Polo Petrol,11,66000,Petrol,Second,16.4,1198.0,73.9,360000.0
4433,Hyundai,Hyundai i10 Asta,7,75915,Petrol,First,20.3,1197.0,78.9,390000.0
4434,Nissan,Nissan Sunny 2011-2014,9,107000,Petrol,Second,16.9,1498.0,97.7,290000.0
4435,Toyota,Toyota Corolla Altis,14,86000,Petrol,Second,14.5,1798.0,138.1,350000.0
4436,Hyundai,Hyundai Verna CRDi,13,160000,Diesel,Second,18.0,1493.0,110.0,350000.0
4437,Maruti,Maruti Alto 800,3,3000,Petrol,First,24.0,796.0,47.3,350000.0
4438,Hyundai,Hyundai i20 Sportz,7,72495,Diesel,First,21.0,1396.0,88.76,700000.0
4439,Hyundai,Hyundai Verna 1.6,6,33000,Diesel,First,19.0,1582.0,126.2,869999.9999999999
4440,Audi,Audi Q7 3.0,8,60000,Diesel,First,12.0,2967.0,241.4,4500000.0
4441,Tata,Tata Indica V2,6,80103,Diesel,First,25.0,1396.0,69.0,180000.0
4442,Chevrolet,Chevrolet Spark 1.0,15,42100,Petrol,First,18.0,995.0,62.0,99000.0
4443,Hyundai,Hyundai Grand i10,4,4500,Petrol,First,18.0,1197.0,81.86,480000.0
4444,Toyota,Toyota Fortuner 4x4,8,97000,Diesel,First,12.5,2982.0,169.0,1795000.0
4445,Hyundai,Hyundai Grand i10,5,51223,Petrol,First,18.0,1197.0,81.86,566000.0
4446,Honda,Honda City 1.5,13,64000,Petrol,First,17.0,1497.0,118.0,310000.0
4447,Hyundai,Hyundai Elite i20,6,56911,Petrol,First,18.0,1197.0,81.86,654000.0
4448,Toyota,Toyota Innova 2.5,7,147848,Diesel,First,12.0,2494.0,102.0,1320000.0
4449,Ford,Ford Mustang V8,4,21290,Petrol,First,13.0,4951.0,395.0,5680000.0
4450,Toyota,Toyota Innova Crysta,3,14076,Diesel,First,11.3,2755.0,171.5,1939999.9999999998
4451,Maruti,Maruti Zen Estilo,15,75180,Petrol,First,18.0,1061.0,64.0,165000.0
4452,Maruti,Maruti Swift ZDi,9,92000,Diesel,Second,22.0,1248.0,74.0,434999.99999999994
4453,Fiat,Fiat Avventura MULTIJET,7,57266,Diesel,First,20.0,1248.0,91.72,650000.0
4454,Maruti,Maruti Zen Estilo,15,64000,Petrol,First,18.0,998.0,67.1,111000.00000000001
4455,Renault,Renault Duster 85PS,9,41000,Diesel,First,19.8,1461.0,83.8,550000.0
4456,Mitsubishi,Mitsubishi Pajero 2.8,10,45999,Diesel,First,10.0,2835.0,107.2,1100000.0
4457,Maruti,Maruti Celerio VXI,7,50000,Petrol,First,23.0,998.0,67.04,390000.0
4458,Tata,Tata Indica V2,9,70000,Diesel,First,17.8,1405.0,48.21,180000.0
4459,Hyundai,Hyundai Elite i20,6,37540,Petrol,First,18.0,1197.0,81.86,622000.0
4460,Maruti,Maruti Celerio VXI,8,44000,Petrol,First,23.0,998.0,67.04,430000.0
4461,Hyundai,Hyundai Grand i10,5,22500,Petrol,First,18.0,1197.0,81.86,599000.0
4462,Hyundai,Hyundai i20 1.2,5,17431,Petrol,First,18.0,1197.0,81.83,600000.0
4463,Hyundai,Hyundai Verna 1.6,8,61566,Petrol,First,17.0,1591.0,121.3,585000.0
4464,Land,Land Rover Freelander,8,61730,Diesel,First,12.3,2179.0,147.51,1994000.0000000002
4465,Maruti,Maruti Swift VXI,13,68000,Petrol,First,16.0,1298.0,88.2,290000.0
4466,Honda,Honda Amaze SX,8,29000,Petrol,First,18.0,1198.0,86.7,425000.0
4467,Toyota,Toyota Corolla Altis,12,156210,Diesel,First,21.4,1364.0,87.2,599000.0
4468,Honda,Honda Amaze S,9,46500,Diesel,First,27.0,1498.0,98.6,330000.0
4469,Audi,Audi A6 3.0,13,52830,Diesel,Second,16.7,2967.0,241.38,808000.0
4470,Maruti,Maruti Wagon R,5,39867,Petrol,First,22.0,998.0,67.04,450000.0
4471,Honda,Honda Mobilio E,8,58972,Diesel,First,24.0,1498.0,98.6,650000.0
4472,Honda,Honda CR-V 2.4,16,66000,Petrol,Second,10.0,2354.0,152.0,390000.0
4473,Hyundai,Hyundai Verna 1.6,9,52000,Petrol,First,17.0,1591.0,121.3,525000.0
4474,Hyundai,Hyundai Santa Fe,8,58000,Diesel,First,11.7,2199.0,194.3,1700000.0
4475,Hyundai,Hyundai i10 Sportz,10,58000,Petrol,First,16.9,1197.0,78.9,350000.0
4476,Ford,Ford Fusion Plus,14,75000,Diesel,Second,17.0,1399.0,68.0,300000.0
4477,Hyundai,Hyundai i10 Sportz,7,41008,Petrol,Second,20.3,1197.0,78.9,487000.0
4478,Hyundai,Hyundai Xcent 1.1,8,65000,Diesel,First,24.0,1120.0,71.0,600000.0
4479,Skoda,Skoda Superb Style,7,19000,Diesel,First,18.1,1968.0,174.5,1550000.0
4480,Ford,Ford Fiesta 1.4,14,74000,Petrol,Second,16.0,1388.0,68.0,160000.0
4481,Maruti,Maruti Baleno Zeta,5,33000,Petrol,First,21.0,1197.0,83.1,725000.0
4482,Skoda,Skoda Laura 1.9,12,95000,Diesel,Second,17.0,1896.0,105.0,325000.0
4483,Volkswagen,Volkswagen Vento 1.5,10,34000,Diesel,First,20.6,1498.0,108.5,340000.0
4484,Audi,Audi Q7 3.0,8,102865,Diesel,First,12.0,2967.0,241.4,3050000.0
4485,Hyundai,Hyundai Verna VTVT,6,52378,Petrol,First,17.0,1591.0,121.3,797000.0
4486,Mercedes-Benz,Mercedes-Benz New C-Class,10,38000,Diesel,First,14.8,2143.0,170.0,1351000.0
4487,Honda,Honda Amaze S,7,60334,Diesel,First,25.0,1498.0,98.6,543000.0
4488,Ford,Ford Fiesta 1.4,12,107000,Petrol,First,16.0,1388.0,68.0,260000.0
4489,Hyundai,Hyundai i20 Magna,9,445000,Petrol,First,18.0,1197.0,82.9,445000.0
4490,Maruti,Maruti Alto 800,5,2196,Petrol,First,22.7,796.0,47.3,275000.0
4491,BMW,BMW 5 Series,12,24000,Petrol,First,10.0,2996.0,258.0,875000.0
4492,Fiat,Fiat Grande Punto,7,44846,Petrol,Second,14.0,1368.0,88.7,541000.0
4493,Maruti,Maruti Dzire AMT,4,64035,Diesel,First,28.0,1248.0,73.75,855000.0000000001
4494,Mahindra,Mahindra XUV500 W6,8,45600,Diesel,First,15.0,2179.0,140.0,825000.0
4495,Volvo,Volvo XC90 2007-2015,8,102001,Diesel,First,11.0,2400.0,200.0,2358000.0
4496,Hyundai,Hyundai i10 Sportz,8,47439,Petrol,First,20.3,1197.0,78.9,449000.0
4497,Toyota,Toyota Fortuner 3.0,12,193254,Diesel,First,11.0,2982.0,171.0,1299000.0
4498,Tata,Tata Nano XTA,6,29000,Petrol,First,21.0,624.0,37.48,280000.0
4499,Renault,Renault Lodgy 110PS,6,51681,Diesel,First,19.9,1461.0,108.5,843000.0
4500,Audi,Audi Q7 3.0,7,50000,Diesel,First,12.0,2967.0,241.4,4750000.0
4501,Honda,Honda City i,6,42666,Petrol,First,18.0,1497.0,117.3,894999.9999999999
4502,Renault,Renault Duster 110PS,9,65000,Diesel,Second,19.0,1461.0,108.45,550000.0
4503,Honda,Honda Amaze S,8,18776,Petrol,First,17.0,1198.0,86.7,475000.0
4504,Honda,Honda Amaze S,6,6714,Petrol,First,18.0,1198.0,86.7,475000.0
4505,BMW,BMW 3 Series,13,40000,Petrol,Second,12.0,1995.0,154.0,950000.0
4506,Maruti,Maruti Ritz LDi,11,88539,Diesel,First,23.0,1248.0,73.94,377000.0
4507,Honda,Honda City 1.5,10,65055,Petrol,Second,17.0,1497.0,118.0,425000.0
4508,BMW,BMW 3 Series,8,23000,Diesel,First,18.8,1995.0,184.0,1989999.9999999998
4509,Volkswagen,Volkswagen Jetta 2007-2011,13,60000,Diesel,First,15.0,1896.0,105.0,400000.0
4510,Maruti,Maruti Swift Dzire,9,59350,Petrol,First,19.0,1197.0,85.8,416000.0
4511,Jaguar,Jaguar XF 2.2,7,19000,Diesel,Second,16.3,2179.0,187.7,3800000.0
4512,Hyundai,Hyundai Xcent 1.2,6,45560,Petrol,First,16.0,1197.0,82.0,634000.0
4513,Toyota,Toyota Innova 2.5,13,118000,Diesel,First,12.0,2494.0,102.0,450000.0
4514,Maruti,Maruti Eeco 7,6,55000,Petrol,First,15.0,1196.0,73.0,375000.0
4515,Audi,Audi A4 New,10,60000,Diesel,Second,15.0,1968.0,140.8,1019999.9999999999
4516,Toyota,Toyota Innova 2.5,15,145000,Diesel,First,12.0,2494.0,102.0,500000.0
4517,Maruti,Maruti Grand Vitara,14,46810,Petrol,First,9.0,1995.0,163.5,395000.0
4518,Volkswagen,Volkswagen Vento 1.5,6,62767,Diesel,First,20.3,1498.0,103.2,975000.0
4519,Hyundai,Hyundai Elite i20,4,18553,Petrol,First,18.0,1197.0,81.86,793000.0
4520,Ford,Ford Fiesta Classic,11,143143,Diesel,First,17.0,1399.0,67.0,210000.0
4521,Mitsubishi,Mitsubishi Pajero Sport,7,53497,Diesel,First,13.0,2477.0,175.56,1642000.0000000002
4522,Hyundai,Hyundai Santa Fe,11,148000,Diesel,Second,14.6,2199.0,194.3,890000.0
4523,Mahindra,Mahindra XUV500 W8,10,95000,Diesel,First,15.0,2179.0,140.0,721000.0
4524,Toyota,Toyota Innova 2.5,7,100000,Diesel,First,12.0,2494.0,102.0,1350000.0
4525,Mercedes-Benz,Mercedes-Benz GLE 350d,6,29000,Diesel,First,11.5,2987.0,254.79,6500000.0
4526,Mahindra,Mahindra Scorpio 2009-2014,8,87000,Diesel,First,12.0,2179.0,120.0,740000.0
4527,Honda,Honda City 1.5,8,56838,Petrol,First,16.0,1497.0,118.0,515000.00000000006
4528,Mercedes-Benz,Mercedes-Benz GL-Class 2007,9,100000,Diesel,First,12.0,2987.0,224.0,3200000.0
4529,Honda,Honda City 1.5,11,125000,Petrol,First,17.0,1497.0,118.0,325000.0
4530,Maruti,Maruti Wagon R,5,17000,Petrol,First,22.0,998.0,67.0,395000.0
4531,Tata,Tata Indigo eCS,9,70000,Petrol,Second,15.0,1193.0,65.0,150000.0
4532,Hyundai,Hyundai i20 2015-2017,12,50000,Petrol,Second,17.0,1197.0,80.0,300000.0
4533,Honda,Honda Jazz Active,12,39800,Petrol,First,16.0,1198.0,90.0,199000.0
4534,Maruti,Maruti A-Star Lxi,12,60000,Petrol,First,19.0,998.0,66.1,135000.0
4535,BMW,BMW 3 Series,13,58000,Diesel,First,16.0,1995.0,181.0,1350000.0
4536,Skoda,Skoda Yeti Elegance,12,110009,Diesel,First,17.6,1968.0,138.08,699000.0
4537,Nissan,Nissan Terrano XV,9,85000,Diesel,First,19.0,1461.0,108.5,850000.0
4538,Volkswagen,Volkswagen Polo Diesel,12,84000,Diesel,Second,22.0,1199.0,73.9,289000.0
4539,BMW,BMW 3 Series,11,51000,Diesel,First,22.6,1995.0,190.0,1050000.0
4540,Nissan,Nissan Sunny 2011-2014,9,68880,Petrol,First,16.9,1498.0,97.7,397000.0
4541,Maruti,Maruti Alto K10,5,5500,Petrol,First,24.0,998.0,67.1,425000.0
4542,Maruti,Maruti Ritz ZXI,6,40052,Petrol,First,21.0,1197.0,85.8,617000.0
4543,Audi,Audi Q5 30,6,47293,Diesel,First,14.1,1968.0,174.3,3872000.0
4544,Hyundai,Hyundai Verna CRDi,9,79663,Diesel,First,16.0,1493.0,110.0,650000.0
4545,Honda,Honda Amaze S,9,63000,Diesel,Second,25.0,1498.0,98.6,425000.0
4546,Honda,Honda City i,8,45000,Diesel,First,26.0,1498.0,98.6,475000.0
4547,Toyota,Toyota Fortuner TRD,8,56501,Diesel,First,12.0,2755.0,174.5,1771000.0
4548,Volkswagen,Volkswagen Vento 1.5,7,58000,Diesel,First,20.3,1498.0,103.2,585000.0
4549,BMW,BMW 5 Series,11,51602,Diesel,First,22.4,1995.0,190.0,1727000.0
4550,BMW,BMW 3 Series,15,74199,Diesel,First,16.0,1995.0,181.0,925000.0
4551,Hyundai,Hyundai Creta 1.6,5,25000,Petrol,First,13.0,1591.0,121.3,1275000.0
4552,BMW,BMW 3 Series,6,70000,Diesel,Second,21.7,1995.0,190.0,2700000.0
4553,Mercedes-Benz,Mercedes-Benz New C-Class,9,25000,Diesel,Second,14.8,2143.0,167.62,2100000.0
4554,Maruti,Maruti Swift Dzire,5,22000,Diesel,First,26.5,1248.0,74.0,795000.0
4555,Maruti,Maruti Celerio ZXI,7,47020,Petrol,Second,23.0,998.0,67.04,450000.0
4556,BMW,BMW 3 Series,5,8000,Diesel,First,19.5,1995.0,187.74,3375000.0
4557,Audi,Audi Q7 4.2,12,73000,Diesel,First,11.3,4134.0,335.2,1751000.0000000002
4558,Honda,Honda Jazz V,5,36973,Petrol,First,18.0,1199.0,88.7,680000.0
4559,Tata,Tata Nano Cx,8,42083,Petrol,First,25.0,624.0,37.48,168000.0
4560,Maruti,Maruti Alto 800,6,61000,Petrol,First,24.0,796.0,47.3,290000.0
4561,Maruti,Maruti Wagon R,8,43628,Petrol,First,22.0,998.0,67.04,316000.0
4562,Hyundai,Hyundai Xcent 1.1,8,60000,Diesel,First,24.0,1120.0,71.0,390000.0
4563,Chevrolet,Chevrolet Beat LT,12,54000,Petrol,Second,17.0,1199.0,76.8,195000.0
4564,Jaguar,Jaguar XF 2.2,7,27001,Diesel,First,16.3,2179.0,187.7,2652000.0
4565,Volkswagen,Volkswagen Passat Diesel,12,52000,Diesel,First,18.3,1968.0,167.7,900000.0
4566,Hyundai,Hyundai i20 Asta,10,80000,Diesel,First,21.2,1396.0,88.76,450000.0
4567,Mitsubishi,Mitsubishi Pajero 2.8,14,160000,Diesel,First,10.0,2835.0,107.2,875000.0
4568,Maruti,Maruti Vitara Brezza,4,3300,Diesel,First,24.0,1248.0,88.5,1150000.0
4569,Maruti,Maruti Alto K10,6,35027,Petrol,First,24.0,998.0,67.1,300000.0
4570,Hyundai,Hyundai EON Magna,7,26568,Petrol,First,21.0,814.0,55.2,379000.0
4571,Maruti,Maruti Ciaz VDi,7,59000,Diesel,First,28.0,1248.0,88.5,600000.0
4572,Hyundai,Hyundai Creta 1.6,6,51000,Diesel,First,19.6,1582.0,126.2,1325000.0
4573,Skoda,Skoda Superb Ambition,10,56400,Diesel,First,17.0,1968.0,138.1,800000.0
4574,Volkswagen,Volkswagen Polo 1.5,7,80000,Diesel,First,20.1,1498.0,88.8,580000.0
4575,BMW,BMW 5 Series,10,72000,Diesel,Third,18.4,1621.5059354622972,113.2722029281571,1385000.0
4576,Toyota,Toyota Innova 2.5,9,107000,Diesel,Second,12.9,2494.0,100.6,1350000.0
4577,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,8,100000,Diesel,First,14.2,2143.0,203.0,2500000.0
4578,Volkswagen,Volkswagen Polo 1.5,6,59998,Diesel,First,20.1,1498.0,88.8,549000.0
4579,Audi,Audi Q3 2.0,9,105000,Diesel,First,17.3,1968.0,150.0,1900000.0
4580,Hyundai,Hyundai i20 1.2,11,36000,Petrol,First,18.0,1197.0,80.0,250000.0
4581,Hyundai,Hyundai i10 Sportz,7,24350,Petrol,Second,19.8,1086.0,68.05,300000.0
4582,Tata,Tata Tigor 1.05,4,28973,Diesel,First,24.0,1047.0,69.0,664000.0
4583,Hyundai,Hyundai EON Era,5,8243,Petrol,First,21.0,814.0,55.2,321000.0
4584,Hyundai,Hyundai Santro Xing,13,136642,Petrol,Second,17.9,1086.0,62.1,155000.0
4585,Hyundai,Hyundai Santro Xing,11,60000,Petrol,First,17.9,1086.0,62.1,259000.0
4586,Mahindra,Mahindra Scorpio SLX,14,100000,Diesel,Second,12.0,2609.0,120.0,400000.0
4587,Honda,Honda City i-VTEC,12,48689,Petrol,First,17.0,1497.0,117.3,387000.0
4588,Maruti,Maruti Vitara Brezza,5,45000,Diesel,First,24.0,1248.0,88.5,975000.0
4589,Audi,Audi A4 35,3,38163,Diesel,First,17.1,1968.0,174.33,3290999.9999999995
4590,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,11,43800,Diesel,Second,14.2,2143.0,203.0,1675000.0
4591,Honda,Honda Civic 2006-2010,15,92000,Petrol,First,13.0,1799.0,130.0,190000.0
4592,Hyundai,Hyundai i20 Magna,5,14064,Petrol,First,18.0,1197.0,81.83,659000.0
4593,Audi,Audi Q3 35,5,42366,Diesel,First,15.7,1968.0,174.33,3193000.0
4594,Honda,Honda City i,8,76551,Diesel,First,25.0,1498.0,98.6,725000.0
4595,Hyundai,Hyundai i10 Era,14,72672,Petrol,First,19.8,1086.0,68.05,190000.0
4596,Maruti,Maruti Swift VDI,7,45000,Diesel,First,25.0,1248.0,74.0,355000.0
4597,Ford,Ford Endeavour 3.0L,10,91696,Diesel,First,11.0,2953.0,153.86,925000.0
4598,Ford,Ford Ikon 1.3,13,66484,Petrol,First,13.0,1299.0,70.0,165000.0
4599,BMW,BMW X1 sDrive,3,15456,Diesel,First,20.6,1995.0,190.0,3664000.0
4600,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,11,55000,Diesel,Second,14.2,2143.0,203.0,1600000.0
4601,Maruti,Maruti Eeco 5,3,21112,CNG,First,21.139999999999997,1196.0,73.0,538000.0
4602,Honda,Honda Jazz Select,11,98000,Petrol,First,16.0,1621.5059354622972,113.2722029281571,315000.0
4603,Honda,Honda Amaze S,8,61297,Diesel,First,25.0,1498.0,98.6,434999.99999999994
4604,Maruti,Maruti Zen LXi,16,80000,Petrol,Second,17.0,993.0,60.0,120000.0
4605,Hyundai,Hyundai i20 Magna,9,59000,Petrol,Second,18.0,1197.0,80.0,409999.99999999994
4606,BMW,BMW X5 3.0d,13,150000,Diesel,First,11.0,2993.0,235.0,1875000.0
4607,Hyundai,Hyundai Creta 1.6,5,60083,Diesel,First,19.6,1582.0,126.2,1378000.0
4608,Maruti,Maruti Swift Dzire,6,85450,Diesel,First,26.5,1248.0,74.0,400000.0
4609,Maruti,Maruti Swift VDI,9,88000,Diesel,First,22.0,1248.0,74.0,433000.0
4610,Hyundai,Hyundai Grand i10,7,81828,Diesel,First,24.0,1186.0,73.97,543000.0
4611,Ford,Ford Figo Aspire,6,18000,Petrol,First,18.1,1196.0,86.8,490000.00000000006
4612,BMW,BMW X5 X5,5,15000,Diesel,First,15.9,2993.0,258.0,7000000.0
4613,Mercedes-Benz,Mercedes-Benz New C-Class,6,34000,Diesel,First,11.7,2143.0,167.62,2550000.0
4614,Hyundai,Hyundai Grand i10,7,46000,Petrol,First,18.0,1197.0,82.0,509999.99999999994
4615,Hyundai,Hyundai Verna 1.6,9,48158,Diesel,First,22.3,1582.0,126.32,670000.0
4616,BMW,BMW 5 Series,9,93000,Diesel,First,16.7,2993.0,218.0,2650000.0
4617,Nissan,Nissan Micra Diesel,9,71007,Diesel,First,23.0,1461.0,63.1,390000.0
4618,Maruti,Maruti SX4 ZXI,12,63067,Petrol,Second,15.0,1586.0,103.3,270000.0
4619,Tata,Tata Manza Aura,11,70259,Diesel,First,21.1,1248.0,88.8,295000.0
4620,Audi,Audi A4 2.0,7,13000,Diesel,First,16.5,1968.0,140.0,2300000.0
4621,Maruti,Maruti Swift Ldi,13,140000,Diesel,Second,17.0,1248.0,75.0,249000.00000000003
4622,Maruti,Maruti Swift LDI,7,130000,Diesel,First,25.0,1248.0,74.0,450000.0
4623,Toyota,Toyota Corolla Altis,11,89401,Diesel,First,21.4,1364.0,87.2,450000.0
4624,Honda,Honda Jazz 1.5,7,67000,Diesel,First,27.0,1498.0,98.6,690000.0
4625,BMW,BMW 6 Series,12,65329,Petrol,First,7.9,4395.0,450.0,2072000.0
4626,Skoda,Skoda Fabia 1.2,12,72000,Petrol,First,16.2,1198.0,73.9,221000.0
4627,Fiat,Fiat Siena 1.2,21,70000,Petrol,Third,0.0,1242.0,113.2722029281571,55000.00000000001
4628,Land,Land Rover Freelander,11,82000,Diesel,Second,12.3,2179.0,187.74,1390000.0
4629,Ford,Ford Fiesta 1.6,12,85000,Petrol,First,15.0,1596.0,101.0,146000.0
4630,Hyundai,Hyundai Verna SX,10,83000,Diesel,First,19.0,1582.0,126.32,600000.0
4631,Renault,Renault KWID 1.0,6,26000,Petrol,First,21.0,999.0,67.0,300000.0
4632,Tata,Tata Indica Vista,10,27000,Diesel,First,22.0,1248.0,88.8,350000.0
4633,Hyundai,Hyundai i20 Active,4,37746,Diesel,First,21.1,1396.0,88.73,759000.0
4634,Maruti,Maruti SX4 Zxi,13,63274,Petrol,Second,15.0,1586.0,104.68,199000.0
4635,Renault,Renault KWID RXT,6,25000,Petrol,First,25.1,799.0,53.3,380000.0
