,Manufacturer,Model,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Mileage,Engine,Power,Price
5463,Mahindra,Mahindra Scorpio S10,2018,27395,Diesel,First,15.4,2179.0,120.0,1419000.0
5464,Maruti,Maruti Wagon R,2017,35362,Petrol,First,22.5,998.0,67.04,385000.0
5465,Toyota,Toyota Fortuner 4x2,2014,117000,Diesel,First,13.0,2982.0,168.5,1550000.0
5466,Maruti,Maruti Zen Estilo,2010,23000,Petrol,First,18.2,1061.0,64.0,190000.0
5467,Tata,Tata Nano CX,2014,59508,Petrol,First,25.4,624.0,37.48,126000.0
5468,Hyundai,Hyundai i20 Magna,2009,69000,Petrol,Second,18.5,1197.0,80.0,240000.0
5469,BMW,BMW 3 Series,2010,58000,Diesel,First,22.69,1995.0,190.0,1150000.0
5470,Mahindra,Mahindra XUV500 W6,2014,88511,Diesel,First,16.0,2179.0,140.0,825000.0
5471,Volkswagen,Volkswagen Vento IPL,2011,66000,Petrol,First,15.8,1598.0,105.0,275000.0
5472,Skoda,Skoda Fabia 1.2,2009,65000,Petrol,Second,17.5,1198.0,70.0,140000.0
5473,Tata,Tata Nano Twist,2015,30676,Petrol,First,25.4,624.0,37.5,290000.0
5474,Ford,Ford Figo Diesel,2011,76000,Diesel,First,20.0,1399.0,68.0,240000.0
5475,Volkswagen,Volkswagen Vento IPL,2013,23627,Petrol,First,14.8,1598.0,105.0,475000.0
5476,Land,Land Rover Range,2018,52827,Diesel,First,12.7,2179.0,187.7,4476000.0
5477,Honda,Honda City i,2015,64465,Diesel,First,26.0,1498.0,98.6,622000.0
5478,Renault,Renault KWID Climber,2018,14000,Petrol,First,22.5,999.0,67.0,450000.0
5479,Hyundai,Hyundai Grand i10,2015,26000,Petrol,First,18.9,1197.0,82.0,425000.0
5480,Chevrolet,Chevrolet Cruze LTZ,2011,78203,Diesel,First,18.1,1991.0,147.9,550000.0
5481,Hyundai,Hyundai i20 1.4,2017,27000,Diesel,First,22.54,1396.0,88.73,695000.0
5482,Maruti,Maruti Alto K10,2018,31919,Petrol,First,24.07,998.0,67.1,455999.99999999994
5483,Hyundai,Hyundai Creta 1.6,2016,47392,Diesel,First,20.5,1582.0,126.2,1382000.0
5484,Honda,Honda Amaze VX,2016,17362,Petrol,First,18.0,1198.0,86.7,565000.0
5485,Hyundai,Hyundai i20 Active,2016,49716,Diesel,First,21.19,1396.0,88.73,620000.0
5486,Maruti,Maruti Celerio VXI,2014,48000,Petrol,First,23.1,998.0,67.04,325000.0
5487,Audi,Audi A4 2.0,2009,46000,Diesel,First,16.55,1968.0,147.51,850000.0
5488,Hyundai,Hyundai Verna 1.4,2016,79000,Diesel,First,24.8,1396.0,88.7,725000.0
5489,Renault,Renault Fluence Diesel,2013,57000,Diesel,First,21.8,1461.0,78.0,461000.00000000006
5490,Volkswagen,Volkswagen Polo 1.2,2016,29754,Petrol,First,16.2,1199.0,74.0,530000.0
5491,Tata,Tata Indigo LX,2012,50123,Diesel,First,17.0,1405.0,70.0,190000.0
5492,Hyundai,Hyundai i10 Sportz,2012,57184,Petrol,First,20.36,1197.0,78.9,309000.0
5493,BMW,BMW 7 Series,2007,75000,Diesel,Second,16.46,2993.0,258.0,950000.0
5494,Hyundai,Hyundai Creta 1.6,2015,26000,Diesel,First,17.01,1582.0,126.2,1265000.0
5495,Hyundai,Hyundai Grand i10,2016,22129,Petrol,First,18.9,1197.0,82.0,425000.0
5496,Maruti,Maruti Ritz VDi,2011,127887,Diesel,First,21.1,1248.0,73.9,295000.0
5497,Mahindra,Mahindra Scorpio 2.6,2006,92000,Diesel,First,10.5,2179.0,120.0,345000.0
5498,Hyundai,Hyundai i10 Era,2011,60634,Petrol,First,19.81,1086.0,68.05,330000.0
5499,Tata,Tata Safari Storme,2014,90000,Diesel,First,14.0,2179.0,138.1,800000.0
5500,Honda,Honda Civic 2006-2010,2009,59000,Petrol,First,13.5,1799.0,130.0,271000.0
5501,Maruti,Maruti Zen Estilo,2012,59293,Petrol,First,18.2,998.0,67.1,270000.0
5502,Maruti,Maruti Swift Dzire,2012,80753,Diesel,Second,23.4,1248.0,74.0,450000.0
5503,Toyota,Toyota Fortuner 4x2,2015,40000,Diesel,Second,13.0,2982.0,168.5,1875000.0
5504,Maruti,Maruti Swift VDI,2014,103000,Diesel,Second,28.4,1248.0,74.0,525000.0
5505,Maruti,Maruti Wagon R,2012,72389,LPG,First,26.2,998.0,58.2,320000.0
5506,Maruti,Maruti Dzire LDI,2017,48000,Diesel,First,28.4,1248.0,73.75,600000.0
5507,Hyundai,Hyundai Grand i10,2014,41000,Petrol,First,18.9,1197.0,82.0,314000.0
5508,Renault,Renault KWID RXL,2016,26000,Petrol,First,25.17,799.0,53.3,254999.99999999997
5509,Tata,Tata Indigo CS,2012,30000,Petrol,Second,15.64,1193.0,64.08,229999.99999999997
5510,Ford,Ford Figo Diesel,2014,74624,Diesel,First,20.0,1399.0,68.05,565000.0
5511,Porsche,Porsche Cayenne 2009-2014,2015,47877,Diesel,First,15.15,2967.0,240.0,4822000.0
5512,Maruti,Maruti Alto K10,2016,35000,Petrol,First,24.07,998.0,67.1,300000.0
5513,Volkswagen,Volkswagen Vento 1.5,2015,52123,Diesel,First,20.34,1498.0,103.2,750000.0
5514,Mahindra,Mahindra Scorpio 2.6,2005,90000,Diesel,First,10.5,2179.0,120.0,260000.0
5515,BMW,BMW X3 xDrive,2018,1400,Diesel,First,18.56,1995.0,190.0,6125000.0
5516,Honda,Honda City 1.5,2009,122000,Petrol,Second,17.0,1497.0,118.0,350000.0
5517,Mini,Mini Cooper 3,2016,21110,Petrol,First,17.44,1998.0,189.08,2895000.0
5518,Mitsubishi,Mitsubishi Pajero Sport,2015,78000,Diesel,First,13.5,2477.0,175.56,1500000.0
5519,Maruti,Maruti Swift Dzire,2012,72000,Diesel,First,19.3,1248.0,73.9,425000.0
5520,Bentley,Bentley Continental Flying,2006,48000,Petrol,First,8.6,5998.0,552.0,5900000.0
5521,Maruti,Maruti Ertiga VDI,2013,43486,Diesel,First,20.77,1248.0,88.76,660000.0
5522,Toyota,Toyota Innova 2.5,2007,199000,Diesel,Second,12.8,2494.0,102.0,520000.0
5523,Mercedes-Benz,Mercedes-Benz New C-Class,2010,34000,Petrol,First,11.7,1796.0,178.0,1000000.0
5524,Mercedes-Benz,Mercedes-Benz New C-Class,2016,37944,Diesel,First,14.84,2143.0,167.62,3500000.0
5525,Ford,Ford Ecosport 1.5,2017,30000,Diesel,First,22.7,1498.0,89.84,875000.0
5526,Toyota,Toyota Etios Liva,2015,64005,Petrol,First,17.71,1197.0,78.9,457000.0
5527,Hyundai,Hyundai i10 Magna,2012,62000,Petrol,First,20.36,1197.0,78.9,250000.0
5528,Hyundai,Hyundai Santro LP,2005,105000,Petrol,First,0.0,999.0,113.25304969366827,175000.0
5529,Land,Land Rover Freelander,2014,59885,Diesel,First,12.39,2179.0,147.51,2011000.0
5530,Toyota,Toyota Innova 2.5,2011,144471,Diesel,First,12.8,2494.0,102.0,780000.0
5531,Hyundai,Hyundai i20 1.2,2011,63991,Petrol,First,18.5,1197.0,80.0,361000.0
5532,Hyundai,Hyundai Santro Xing,2007,72000,Petrol,Second,17.0,1086.0,113.25304969366827,111000.00000000001
5533,Nissan,Nissan Micra XV,2015,34895,Petrol,First,19.15,1198.0,75.94,459999.99999999994
5534,BMW,BMW X6 xDrive,2015,97003,Diesel,First,15.87,2993.0,308.43,8500000.0
5535,Honda,Honda City 1.5,2015,45000,Petrol,First,16.8,1497.0,118.0,525000.0
5536,Honda,Honda Amaze E,2013,45000,Diesel,Second,25.8,1498.0,98.6,330000.0
5537,Toyota,Toyota Fortuner 3.0,2013,100000,Diesel,Second,11.5,2982.0,171.0,1775000.0
5538,Land,Land Rover Discovery,2016,70000,Diesel,First,12.97,2179.0,187.7,3500000.0
5539,Hyundai,Hyundai Creta 1.6,2016,37023,Diesel,First,19.67,1582.0,126.2,1339000.0
5540,Chevrolet,Chevrolet Beat Diesel,2012,81000,Diesel,First,25.44,936.0,56.3,250000.0
5541,Toyota,Toyota Innova Crysta,2017,20789,Diesel,First,11.36,2755.0,171.5,1836000.0
5542,Maruti,Maruti Swift Dzire,2015,68310,Diesel,First,23.4,1248.0,74.0,595000.0
5543,Hyundai,Hyundai Creta 1.6,2015,47250,Diesel,Second,19.67,1582.0,126.2,1100000.0
5544,Land,Land Rover Range,2014,47000,Diesel,Second,12.65,2993.0,255.0,6475000.0
5545,Honda,Honda Amaze VX,2017,128000,Diesel,First,25.8,1498.0,98.6,630000.0
5546,Hyundai,Hyundai Creta 1.6,2017,17702,Petrol,First,15.29,1591.0,121.3,1194000.0
5547,Volkswagen,Volkswagen Vento Sport,2014,34987,Petrol,First,18.19,1197.0,103.5,595000.0
5548,Honda,Honda City i,2017,37000,Diesel,First,26.0,1498.0,98.6,1100000.0
5549,Hyundai,Hyundai Creta 1.6,2017,38271,Petrol,First,15.29,1591.0,121.3,1253000.0
5550,Ford,Ford Figo Diesel,2012,32510,Diesel,Second,20.0,1399.0,68.0,375000.0
5551,BMW,BMW 5 Series,2014,88000,Diesel,First,14.69,2993.0,258.0,2700000.0
5552,Mitsubishi,Mitsubishi Pajero 2.8,2012,116000,Diesel,First,10.5,2835.0,107.2,994999.9999999999
5553,Renault,Renault Duster 85PS,2013,156000,Diesel,First,19.87,1461.0,83.8,420000.0
5554,Maruti,Maruti Ritz VXI,2010,75319,Petrol,Second,21.1,1197.0,85.8,200000.0
5555,Hyundai,Hyundai Grand i10,2013,28000,Petrol,First,18.9,1197.0,82.0,325000.0
5556,Mercedes-Benz,Mercedes-Benz GLA Class,2017,16500,Diesel,First,17.9,2143.0,136.0,3400000.0
5557,BMW,BMW 5 Series,2016,75637,Diesel,First,22.48,1995.0,190.0,3037000.0
5558,Hyundai,Hyundai Creta 1.6,2018,32854,Petrol,First,13.0,1591.0,121.3,1260000.0
5559,Renault,Renault KWID RXT,2019,6568,Petrol,First,25.17,799.0,53.3,509000.0
5560,Audi,Audi A4 3.0,2014,30000,Diesel,First,14.94,2967.0,241.4,2450000.0
5561,Maruti,Maruti Ciaz VDI,2018,17804,Diesel,Second,28.09,1248.0,88.5,797000.0
5562,Honda,Honda Jazz S,2011,69768,Petrol,First,16.0,1198.0,90.0,290000.0
5563,BMW,BMW 3 Series,2016,62404,Diesel,First,22.69,1995.0,190.0,2133000.0
5564,Hyundai,Hyundai Verna SX,2012,97000,Diesel,Second,19.08,1582.0,126.32,650000.0
5565,Hyundai,Hyundai Creta 1.4,2016,55687,Diesel,First,21.38,1396.0,88.7,1215000.0
5566,Volkswagen,Volkswagen Vento 2013-2015,2014,17000,Petrol,First,15.04,1598.0,103.2,425000.0
5567,BMW,BMW 3 Series,2017,34232,Diesel,First,21.76,1995.0,190.0,3584000.0000000005
5568,Honda,Honda CR-V Petrol,2004,135000,Petrol,Third,14.4,1997.0,152.0,300000.0
5569,Renault,Renault Duster 110PS,2012,80000,Diesel,First,19.72,1461.0,108.45,675000.0
5570,Hyundai,Hyundai i20 Asta,2014,31045,Petrol,Second,18.6,1197.0,81.83,565000.0
5571,Volkswagen,Volkswagen Jetta 2013-2015,2013,58000,Diesel,Second,16.96,1968.0,138.03,750000.0
5572,Hyundai,Hyundai Creta 1.6,2018,35480,Diesel,First,19.67,1582.0,126.2,1334000.0
5573,Maruti,Maruti Ciaz VDI,2016,62287,Diesel,First,28.09,1248.0,88.5,790000.0
5574,Hyundai,Hyundai i20 Asta,2015,46162,Diesel,First,22.54,1396.0,88.73,698000.0
5575,Hyundai,Hyundai Verna 1.6,2014,9200,Petrol,First,17.01,1591.0,121.3,575000.0
5576,Volkswagen,Volkswagen Polo Diesel,2012,55339,Diesel,First,22.07,1199.0,73.9,265000.0
5577,Volkswagen,Volkswagen Polo Diesel,2011,55476,Diesel,First,22.07,1199.0,73.9,249000.00000000003
5578,Maruti,Maruti SX4 Vxi,2007,68553,Petrol,Second,15.0,1586.0,104.68,150000.0
5579,Honda,Honda Mobilio RS,2016,67376,Diesel,First,24.5,1498.0,98.6,650000.0
5580,Renault,Renault Duster 110PS,2013,42000,Diesel,First,19.64,1461.0,108.45,800000.0
5581,Toyota,Toyota Fortuner 2.8,2019,28069,Diesel,First,12.9,2755.0,174.5,3085000.0
5582,Volvo,Volvo XC60 D4,2014,93144,Diesel,First,14.7,1984.0,181.0,1714999.9999999998
5583,Maruti,Maruti Celerio VXI,2014,24300,Petrol,First,23.1,998.0,67.04,455000.0
5584,Maruti,Maruti Ciaz ZDi,2015,47883,Diesel,Second,26.21,1248.0,88.5,740000.0
5585,Audi,Audi Q5 2008-2012,2013,12467,Diesel,First,12.8,1968.0,167.6,2564000.0
5586,BMW,BMW X1 sDrive,2013,56683,Diesel,Second,17.05,1995.0,184.0,1350000.0
5587,Ford,Ford Figo Petrol,2013,38000,Petrol,First,15.6,1196.0,70.0,355000.0
5588,Hyundai,Hyundai Elantra CRDi,2018,35000,Diesel,First,22.7,1582.0,126.2,1500000.0
5589,Hyundai,Hyundai Verna 1.6,2007,80000,Petrol,Second,13.9,1599.0,103.2,195000.0
5590,Honda,Honda Civic 2006-2010,2006,125000,Petrol,Second,13.5,1799.0,130.0,229999.99999999997
5591,Toyota,Toyota Fortuner 4x4,2013,123000,Diesel,Second,12.55,2982.0,168.5,1500000.0
5592,Hyundai,Hyundai i10 Sportz,2012,70000,Petrol,First,20.36,1197.0,78.9,315000.0
5593,Nissan,Nissan Sunny 2011-2014,2012,87982,Diesel,First,21.64,1461.0,84.8,500000.0
5594,BMW,BMW 5 Series,2013,40714,Diesel,Second,18.12,1995.0,190.0,2475000.0
5595,Chevrolet,Chevrolet Optra Magnum,2008,83000,Diesel,Second,16.52,1991.0,123.7,260000.0
5596,Hyundai,Hyundai i10 Asta,2011,86000,Petrol,First,20.36,1197.0,78.9,375000.0
5597,Skoda,Skoda Laura Ambiente,2009,60002,Diesel,Second,17.5,1896.0,106.0,484999.99999999994
5598,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,2013,60000,Diesel,First,10.0,2148.0,170.0,2700000.0
5599,Honda,Honda Amaze SX,2014,84677,Diesel,First,25.8,1498.0,98.6,300000.0
5600,BMW,BMW X1 xDrive,2017,23000,Diesel,First,20.68,1995.0,190.0,2875000.0
5601,Toyota,Toyota Innova 2.5,2016,81424,Diesel,First,12.99,2494.0,100.6,1449000.0
5602,Porsche,Porsche Panamera 2010,2013,36400,Diesel,First,7.5,4806.0,394.3,7200000.0
5603,Nissan,Nissan Sunny XV,2012,70000,Diesel,Second,22.71,1461.0,84.8,400000.0
5604,Maruti,Maruti Swift Dzire,2015,40000,Diesel,Second,26.59,1248.0,74.0,450000.0
5605,Maruti,Maruti Wagon R,2019,600,Petrol,First,21.5,1197.0,81.8,625000.0
5606,Volkswagen,Volkswagen Jetta 2013-2015,2015,65320,Diesel,Second,16.96,1968.0,138.03,1150000.0
5607,Honda,Honda Accord 2.4,2009,79000,Petrol,Third,9.8,2354.0,180.0,310000.0
5608,Honda,Honda City i,2018,5000,Petrol,First,17.8,1497.0,117.3,1011000.0
5609,Hyundai,Hyundai Verna 1.6,2019,6028,Petrol,First,17.01,1591.0,121.3,1154000.0
5610,Maruti,Maruti Wagon R,2006,86000,Petrol,Second,18.9,998.0,67.1,100000.0
5611,Maruti,Maruti Swift Dzire,2013,160000,Diesel,Second,23.4,1248.0,74.0,250000.0
5612,Audi,Audi Q5 2008-2012,2011,59967,Petrol,First,9.74,1984.0,208.0,1800000.0
5613,Toyota,Toyota Etios Cross,2018,43127,Diesel,First,23.59,1364.0,67.04,685000.0
5614,Hyundai,Hyundai i10 Era,2012,65727,Petrol,First,19.81,1086.0,68.05,297000.0
5615,Hyundai,Hyundai Verna 1.6,2013,70000,Petrol,First,17.01,1591.0,121.3,475000.0
5616,Volkswagen,Volkswagen Polo 1.5,2018,39861,Diesel,First,20.14,1498.0,88.8,738000.0
5617,BMW,BMW 5 Series,2017,16485,Diesel,First,22.48,1995.0,187.74,4275000.0
5618,Hyundai,Hyundai i20 1.4,2010,77332,Diesel,Second,23.0,1396.0,90.0,365000.0
5619,Hyundai,Hyundai Grand i10,2017,17489,Petrol,First,18.9,1197.0,82.0,599000.0
5620,Toyota,Toyota Fortuner 4x2,2012,125000,Diesel,First,11.5,2982.0,169.0,1350000.0
5621,Maruti,Maruti Baleno Zeta,2016,35129,Petrol,First,21.4,1197.0,83.1,700000.0
5622,Hyundai,Hyundai Creta 1.6,2016,22982,Petrol,First,13.0,1591.0,121.3,1095000.0
5623,Hyundai,Hyundai i10 Sportz,2013,54500,Petrol,Third,20.36,1197.0,78.9,295000.0
5624,Tata,Tata Tigor XE,2017,16235,Diesel,First,24.7,1047.0,69.0,550000.0
5625,Skoda,Skoda Superb Style,2017,73641,Petrol,First,14.67,1798.0,177.46,1707999.9999999998
5626,Maruti,Maruti Swift Dzire,2015,59572,Diesel,First,26.59,1248.0,74.0,685000.0
5627,Honda,Honda CR-V 2.0,2014,112827,Petrol,First,13.1,1997.0,141.1,1050000.0
5628,Toyota,Toyota Innova 2.5,2010,118000,Diesel,First,12.8,2494.0,102.0,875000.0
5629,Honda,Honda City 1.5,2010,60000,Petrol,First,17.0,1497.0,118.0,270000.0
5630,Hyundai,Hyundai Verna VTVT,2012,75059,Petrol,First,17.0,1591.0,121.3,425000.0
5631,Toyota,Toyota Etios 1.4,2018,3000,Diesel,First,23.59,1364.0,67.04,790000.0
5632,Skoda,Skoda Superb Elegance,2011,78000,Petrol,Second,13.7,1798.0,157.75,450000.0
5633,Nissan,Nissan Sunny 2011-2014,2012,47000,Diesel,First,21.64,1461.0,84.8,400000.0
5634,Honda,Honda City 1.5,2012,42000,Petrol,First,17.0,1497.0,118.0,475000.0
5635,Hyundai,Hyundai Elite i20,2018,6820,Diesel,First,22.54,1396.0,88.76,765000.0
5636,Chevrolet,Chevrolet Optra 1.6,2013,55176,Petrol,Second,17.4,1599.0,104.0,347000.0
5637,Honda,Honda Amaze S,2016,39854,Petrol,First,18.0,1198.0,86.7,564000.0
5638,Volkswagen,Volkswagen Polo Petrol,2013,24000,Petrol,First,16.47,1198.0,73.9,295000.0
5639,Maruti,Maruti Swift VDI,2016,55000,Diesel,First,22.9,1248.0,74.0,565000.0
5640,Ford,Ford Endeavour 3.0L,2012,45840,Diesel,First,11.4,2953.0,153.86,841000.0
5641,Maruti,Maruti Baleno LXI,2006,155000,Petrol,Third,15.4,1590.0,94.0,85000.0
5642,Maruti,Maruti Wagon R,2003,125000,Petrol,Second,18.9,998.0,67.1,80000.0
5643,Volkswagen,Volkswagen Polo 1.5,2014,52951,Diesel,First,20.14,1498.0,88.0,565000.0
5644,Hyundai,Hyundai Verna 1.6,2013,49000,Petrol,First,17.1,1591.0,121.3,450000.0
5645,Maruti,Maruti Ciaz ZDi,2015,52000,Diesel,First,28.09,1248.0,88.5,690000.0
5646,Toyota,Toyota Qualis Fleet,2001,227000,Diesel,Fourth & Above,0.0,2446.0,113.25304969366827,220000.00000000003
5647,Nissan,Nissan Sunny 2011-2014,2013,120005,Diesel,First,21.64,1461.0,84.8,400000.0
5648,Skoda,Skoda Rapid 1.6,2015,33000,Petrol,First,15.0,1598.0,103.52,560000.0
5649,Maruti,Maruti Eeco 7,2016,126000,Petrol,First,15.1,1196.0,73.0,220000.00000000003
5650,Skoda,Skoda Rapid Ultima,2013,66700,Petrol,First,15.0,1598.0,103.5,400000.0
5651,Toyota,Toyota Fortuner 4x4,2014,122000,Diesel,Second,12.55,2982.0,168.5,1600000.0
5652,Hyundai,Hyundai Creta 1.6,2016,29000,Diesel,First,19.67,1582.0,126.2,1260000.0
5653,Hyundai,Hyundai i20 Magna,2014,42315,Petrol,First,18.5,1197.0,82.9,479000.0
5654,Maruti,Maruti Wagon R,2015,22001,CNG,First,26.6,998.0,58.16,365000.0
5655,Honda,Honda City i,2016,84580,Diesel,First,26.0,1498.0,98.6,683000.0
5656,Maruti,Maruti 800 Std,2002,75000,Petrol,First,16.1,796.0,37.0,51000.0
5657,Ford,Ford Ikon 1.3,2006,85000,Petrol,Second,13.8,1299.0,70.0,69000.0
5658,Maruti,Maruti Swift Dzire,2015,24296,Petrol,First,20.85,1197.0,83.14,465000.00000000006
5659,Honda,Honda City 1.5,2014,40000,Petrol,First,16.8,1497.0,116.3,649000.0
5660,Hyundai,Hyundai Verna CRDi,2009,64514,Diesel,First,16.8,1493.0,110.0,290000.0
5661,Hyundai,Hyundai Verna 1.6,2016,35000,Petrol,First,17.01,1591.0,121.3,740000.0
5662,Renault,Renault KWID RXT,2016,41000,Petrol,Second,25.17,799.0,53.3,325000.0
5663,Maruti,Maruti Wagon R,2008,60123,Petrol,Second,18.9,998.0,67.1,195000.0
5664,Hyundai,Hyundai Grand i10,2015,53000,Petrol,Second,18.9,1197.0,82.0,400000.0
5665,Hyundai,Hyundai i20 1.2,2017,9000,Petrol,First,18.6,1197.0,81.83,685000.0
5666,Honda,Honda Amaze S,2015,53497,Petrol,First,18.0,1198.0,86.7,545000.0
5667,Ford,Ford Fiesta 1.4,2007,68000,Diesel,First,17.8,1399.0,68.0,199000.0
5668,Hyundai,Hyundai Verna SX,2014,65000,Diesel,First,19.08,1582.0,126.32,899000.0
5669,Toyota,Toyota Etios VD,2014,45155,Diesel,First,23.59,1364.0,67.04,650000.0
5670,Honda,Honda Jazz 1.2,2018,20026,Petrol,First,19.0,1199.0,88.7,927000.0
5671,Hyundai,Hyundai Verna 1.6,2015,60000,Diesel,First,23.9,1582.0,126.2,699000.0
5672,Mercedes-Benz,Mercedes-Benz CLA 200,2019,15976,Diesel,First,17.9,2143.0,136.0,3676000.0
5673,Skoda,Skoda Octavia Elegance,2017,30523,Petrol,First,14.7,1798.0,177.5,1707999.9999999998
5674,Chevrolet,Chevrolet Beat Diesel,2013,26300,Diesel,First,25.44,936.0,57.6,280000.0
5675,Volkswagen,Volkswagen Polo Diesel,2011,66000,Diesel,First,22.07,1199.0,73.9,249000.00000000003
5676,Maruti,Maruti SX4 S,2016,70000,Diesel,First,23.65,1248.0,88.5,885000.0
5677,Honda,Honda City V,2011,46000,Petrol,First,16.8,1497.0,116.3,415000.00000000006
5678,Volkswagen,Volkswagen Vento 1.5,2017,28000,Diesel,First,20.64,1498.0,108.5,1000000.0
5679,Hyundai,Hyundai Grand i10,2017,46000,Petrol,First,18.9,1197.0,81.86,475000.0
5680,Renault,Renault KWID AMT,2017,33000,Petrol,First,24.04,999.0,67.0,320000.0
5681,Maruti,Maruti Alto 800,2017,27718,Petrol,First,22.74,796.0,47.3,328000.0
5682,Ford,Ford Ecosport 1.5,2013,58000,Petrol,First,15.8,1499.0,110.0,750000.0
5683,Maruti,Maruti Baleno Zeta,2018,33150,Petrol,First,21.4,1197.0,83.1,739000.0
5684,Maruti,Maruti Ritz VDi,2013,77000,Diesel,First,23.2,1248.0,73.94,365000.0
5685,Mercedes-Benz,Mercedes-Benz E-Class 280,2007,70000,Diesel,First,11.0,2987.0,198.5,1100000.0
5686,Maruti,Maruti Ritz VDi,2012,97000,Diesel,First,23.2,1248.0,73.94,300000.0
5687,Chevrolet,Chevrolet Beat Diesel,2012,75300,Diesel,Second,25.44,936.0,57.6,225000.0
5688,Maruti,Maruti SX4 Vxi,2010,69918,Petrol,First,15.5,1586.0,103.3,283000.0
5689,Maruti,Maruti Omni 5,2019,4721,Petrol,First,14.0,796.0,35.0,411000.00000000006
5690,Mitsubishi,Mitsubishi Pajero Sport,2014,39163,Diesel,First,13.5,2477.0,178.0,1470000.0
5691,Mercedes-Benz,Mercedes-Benz S Class,2013,80000,Petrol,First,13.0,2987.0,210.0,2500000.0
5692,Chevrolet,Chevrolet Beat Diesel,2015,66000,Diesel,First,25.44,936.0,56.3,235000.0
5693,Ford,Ford Figo 2015-2019,2017,36154,Diesel,Second,25.83,1498.0,99.0,641000.0
5694,Honda,Honda City i-VTEC,2012,34000,Petrol,First,17.4,1497.0,117.3,575000.0
5695,Mercedes-Benz,Mercedes-Benz GLA Class,2016,60000,Diesel,Second,17.9,2143.0,136.0,1755000.0
5696,Hyundai,Hyundai Creta 1.4,2015,32000,Diesel,First,21.38,1396.0,88.7,1025000.0
5697,Ford,Ford Fiesta Classic,2012,79985,Diesel,First,17.8,1399.0,67.0,316000.0
5698,Audi,Audi A4 2.0,2014,37600,Diesel,Second,16.55,1968.0,147.51,2250000.0
5699,Hyundai,Hyundai i10 Magna,2015,31965,Petrol,First,19.81,1086.0,68.05,355000.0
5700,BMW,BMW 3 Series,2010,70749,Petrol,First,12.05,1995.0,154.0,986000.0
5701,BMW,BMW 7 Series,2013,38000,Diesel,First,16.46,2993.0,258.0,4500000.0
5702,Hyundai,Hyundai Verna 1.6,2017,41534,Petrol,First,17.01,1591.0,121.3,799000.0
5703,Volkswagen,Volkswagen Ameo 1.5,2017,54455,Diesel,First,22.0,1498.0,108.495,650000.0
5704,Chevrolet,Chevrolet Aveo 1.4,2007,42000,Petrol,First,14.49,1399.0,92.7,75000.0
5705,Chevrolet,Chevrolet Cruze LTZ,2018,52073,Diesel,Second,18.3,1991.0,147.9,986999.9999999999
5706,Hyundai,Hyundai i20 1.4,2018,40175,Diesel,Second,22.54,1396.0,88.73,636000.0
5707,Honda,Honda BRV i-VTEC,2017,16503,Petrol,First,16.0,1497.0,117.3,950000.0
5708,Hyundai,Hyundai Xcent 1.2,2017,15029,Petrol,First,19.1,1197.0,82.0,605000.0
5709,Maruti,Maruti Alto 800,2013,26200,CNG,First,30.46,796.0,47.3,215000.0
5710,Hyundai,Hyundai Grand i10,2015,76362,Diesel,First,24.0,1120.0,70.0,550000.0
5711,Maruti,Maruti Alto LXi,2007,18700,Petrol,Second,19.7,796.0,46.3,125000.0
5712,Toyota,Toyota Innova 2.5,2015,67585,Diesel,First,12.99,2494.0,100.6,1199000.0
5713,Hyundai,Hyundai i10 Sportz,2010,57000,Petrol,Second,16.95,1197.0,78.9,250000.0
5714,Honda,Honda City i-VTEC,2019,22321,Petrol,First,18.0,1497.0,117.3,1166000.0
5715,Maruti,Maruti Zen LX,1998,95150,Petrol,Third,17.3,993.0,60.0,53000.0
5716,Maruti,Maruti Wagon R,2015,36428,Petrol,First,20.51,998.0,67.04,310000.0
5717,Ford,Ford Figo Diesel,2012,73500,Diesel,Second,20.0,1399.0,68.0,260000.0
5718,Honda,Honda Amaze S,2015,47234,Petrol,First,18.0,1198.0,86.7,509000.0
5719,Hyundai,Hyundai Accent GLE,2008,62364,Petrol,First,13.2,1495.0,94.0,229999.99999999997
5720,Hyundai,Hyundai Verna 1.6,2012,89000,Diesel,First,22.32,1582.0,126.32,600000.0
5721,Maruti,Maruti Swift ZDi,2013,58653,Diesel,First,25.2,1248.0,74.0,440000.00000000006
5722,Mercedes-Benz,Mercedes-Benz B Class,2013,30000,Petrol,Second,14.8,1595.0,120.7,1100000.0
5723,Chevrolet,Chevrolet Cruze LTZ,2014,64042,Diesel,First,17.3,1998.0,163.7,570000.0
5724,Skoda,Skoda Laura Ambiente,2013,120000,Diesel,First,20.0,1968.0,138.1,695000.0
5725,Mahindra,Mahindra Scorpio VLX,2014,90000,Diesel,First,12.05,2179.0,120.0,790000.0
5726,BMW,BMW X1 xDrive,2018,30733,Diesel,First,20.68,1995.0,190.0,2930000.0
5727,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,2009,43600,Petrol,First,10.93,3498.0,272.0,1024000.0
5728,Skoda,Skoda Superb Elegance,2010,71473,Petrol,Second,13.7,1798.0,157.75,535000.0
5729,Honda,Honda Brio VX,2014,39000,Petrol,Second,16.5,1198.0,86.8,349000.0
5730,Hyundai,Hyundai i10 Magna,2009,84045,Petrol,First,20.36,1197.0,78.9,285000.0
